compound_id,smiles,formula,molecular_weight,n_heavy_atoms,n_chiral_centers
C08895,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@](O)(CC[C@@H](C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)[C@]12[H],C51H84O23,1064.5403389480002,74,31
C08896,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])[C@H](O)[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)C[C@@H](O)[C@H](O)C2,C27H44O5,448.318874508,32,14
C08897,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],C45H72O16,868.482036224,61,26
C08898,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],C27H42O3,414.313395204,30,11
C08899,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)C[C@@H](O)[C@H](O)C2,C27H44O4,432.32395988799993,31,13
C08900,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)C[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]1O)C2,C50H82O23,1050.5246888840004,73,32
C08901,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],C45H72O17,884.476950844,62,26
C08902,[H][C@@]12CC[C@]3([H])[C@]([H])(CC(=O)[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O)C2,C27H42O4,430.308309824,31,12
C08904,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@](O)(CC[C@@H](C)CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,C45H76O19,920.4980802120004,64,27
C08905,[H][C@@]12CC(=O)[C@@]3([H])C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C([C@H](C)C3CC[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)O3)CC[C@@]21[H],C45H74O17,886.4926009080001,62,27
C08906,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,C51H84O22,1048.5454243280003,73,32
C08907,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@](O)(CC[C@@H](C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)[C@]12[H],C51H84O22,1048.545424328,73,31
C08908,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@](O)(CC[C@@H](C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)[C@]12[H],C51H84O23,1064.5403389480002,74,31
C08909,[H][C@@]12CC=C3C[C@@H](O)C[C@@H](O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],C27H42O4,430.308309824,31,12
C08910,[H][C@@]12CC=C3C[C@@H](O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)C[C@@H](O)[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@](O)(CCC(=C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)[C@]12[H],C50H80O23,1048.50903882,73,30
C08911,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@](O)(CC[C@H](C)CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,C57H96O28,1228.608812432,85,37
C08912,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,C45H74O17,886.4926009080001,62,27
C08913,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O)C2,C27H44O3,416.329045268,30,12
C08914,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O)C2,C27H44O3,416.329045268,30,12
C08915,[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)CC[C@H](O[C@@H]1O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@H](O)[C@H]1O)C2,C56H92O27,1196.582597684,83,36
C08916,[H][C@]12CC[C@@]3([H])[C@]4([H])C[C@]5([H])O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@]5([H])[C@@]4(C)CC[C@]3([H])[C@@]1(C)[C@H](O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C2,C32H52O9,580.3611332439999,41,18
C08917,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@](O)(CC[C@H](C)CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)[C@]12[H],C51H84O22,1048.545424328,73,31
C08918,[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@H](C)CO3)[C@@H](C)[C@]12[H],C27H42O3,414.313395204,30,11
C08919,[H][C@@]12CC=C3C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@H](C)CO3)[C@@H](C)[C@]12[H],C39H62O12,722.4241274240001,51,21
C08920,[H][C@@]12CC[C@]3([H])[C@@]4(CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@]3(C)C(=O)O)C[C@@]14CC[C@]1(C)C([C@H](C)[C@]3([H])CC=C(C)C(=O)O3)CC[C@@]21C,C36H54O10,646.371697928,46,16
C08921,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](OC(=O)/C(C)=C\C)[C@H](OC(C)=O)[C@]4(CO)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@]1(C)CO,C55H86O24,1130.5509036320004,79,27
C08922,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)CC[C@]21C,C38H61NO8,659.439717912,47,13
C08923,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3O)CC[C@]21C,C48H78O18,942.5188156560004,66,23
C08924,[H][C@@]12C[C@H](O)[C@@]3([H])C(C)(C)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]34C[C@@]14CC[C@@]1(C)[C@@]2(C)C[C@H](O)[C@]1([H])[C@@]1(C)CC[C@@H](C(C)(C)O)O1,C41H68O14,784.460906856,55,21
C08925,[H][C@@]12C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]3([H])C(C)(C)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)CC[C@@]34C[C@@]14CC[C@@]1(C)[C@@]2(C)C[C@H](O)[C@]1([H])[C@@]1(C)CC[C@@H](C(C)(C)O)O1,C47H78O18,930.518815656,65,26
C08926,[H][C@@]12C[C@@](C)(C=O)[C@@H](OC(=O)c3c(NC)cccc3)C[C@]1(C)[C@@H](O)C[C@@]1(C)[C@]3(C)CC[C@]4([H])[C@](C)(CC[C@H](O[C@@H]5OC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@]4(C)CO)[C@@]3([H])C[C@H]3O[C@@]321,C55H83NO21,1093.5457586760006,77,28
C08927,[H][C@]12C[C@H]3O[C@]34[C@]3([H])C[C@@](C)(C=O)[C@@H](OC(=O)c5ccccc5)C[C@]3(C)[C@@H](O)C[C@@]4(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C54H80O20,1048.5242949600004,74,27
C08928,CC1=C[C@@H](c2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O)[C@@H](C(=O)c2c(O)cc(O)cc2)[C@H](c2c(O)cc(O)cc2)C1,C34H28O9,580.1733324759998,43,3
C08929,COc1c(O)c(OC)c2c(c1OC)oc1c2cccc1,C15H14O5,274.08412354800004,20,0
C08930,[H][C@]12CC=C3[C@]4([H])C[C@](C)(C(=O)O)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@]1(C)CO,C42H66O15,810.440171412,57,20
C08931,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](O)[C@H](O)[C@]4(CO)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C30H50O5,490.3658247,35,11
C08932,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C42H68O15,812.4558214760001,57,20
C08933,[H][C@]12CC=C3[C@@](C)(CC(=O)[C@@]4([H])CCC(C)(C)C[C@@]34OC(C)=O)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C55H86O25,1146.5458182520003,80,28
C08934,[H][C@]12CC=C3[C@]4(O)CC(C)(C)CC[C@]4([H])C(=O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C53H84O24,1104.5352535680004,77,28
C08935,[H][C@]12[C@H](C)CC3(OC(O)C4(C)OC34)O[C@@]1([H])C[C@@]1(C)C3=CC[C@@]4([H])C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45C[C@@]35C[C@@H](OC(C)=O)[C@]21C,C37H54O11,674.3666125479999,48,18
C08936,[H][C@]12CC[C@@]3([H])[C@]4(CO[C@@]5(C4)O[C@@]([H])(C=C(C)C)C[C@](C)(O)[C@@]53[H])[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3OC(C)=O)CC[C@]21C,C48H76O18,940.5031655920004,66,24
C08937,[H][C@]12CC[C@@]3([H])[C@]4(CO[C@@]5(C4)O[C@@]([H])(C=C(C)C)C[C@](C)(O)[C@@]53[H])[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](OC(C)=O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]3OC(C)=O)CC[C@]21C,C50H78O19,982.5137302760004,69,24
C08938,[H][C@]12CC[C@]34OC[C@@]5(CC[C@](C)(C=O)C[C@]53[H])[C@H](O)C[C@@]4(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C58H94O27,1222.5982477480004,85,34
C08939,[H][C@@]12CC[C@]3([H])[C@@]4(CC[C@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O)[C@]3(C)CO)C[C@@]14CC[C@]1(C)C([C@H](C)CC[C@H](O)C(C)(C)O)[C@@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C[C@@]21C,C47H80O18,932.5344657200002,65,26
C08940,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C45H72O16,868.4820362240001,61,21
C08941,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)C(=O)O,C42H66O15,810.4401714120002,57,19
C08942,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C30H48O4,472.3552600160001,34,9
C08943,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@@H](O)C(=O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C41H64O12,748.439777488,53,16
C08944,[H][C@]12C[C@@H](O)[C@]3([H])[C@@]([H])([C@](C)(CCC=C(C)C)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C48H82O18,946.550115784,66,26
C08945,[H][C@]12C[C@@H](O)[C@]3([H])[C@@]([H])([C@@](C)(O)CCC=C(C)C)CC[C@@]3(C)[C@]1(C)C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C42H72O14,800.492206984,56,21
C08946,[H][C@]12C[C@@H](O)[C@]3([H])[C@@]([H])([C@](C)(CCC=C(C)C)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C42H72O14,800.492206984,56,21
C08947,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](OC(=O)/C(C)=C/C)[C@H](O)[C@]4(COC(C)=O)[C@@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C43H66O14,806.4452567920001,57,17
C08948,COc1c(O)c(OC)c2oc3c(cccc3)c2c1OC,C15H14O5,274.08412354800004,20,0
C08949,[H][C@]12CC[C@]3([H])[C@@]([H])([C@@](O)(CCC=C(C)C)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C=O,C47H78O18,930.5188156560002,65,23
C08950,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)C=O,C30H46O4,470.339609952,34,9
C08951,CCC(C)C(=O)c1c2oc3c(c(O)c(C)c(O)c3C(=O)CC(C)C)c2c(O)c(C)c1O,C24H28O7,428.1835032359999,31,1
C08952,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@]1(C)C=O,C42H64O14,792.4296067280001,56,19
C08953,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C35H56O8,604.397518752,43,13
C08954,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@]1(C)CO,C41H66O12,750.455427552,53,18
C08955,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)CC[C@]21C,C41H66O11,734.4605129319999,52,17
C08956,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H]3O)CC[C@]21C,C53H86O21,1058.5661597720004,74,28
C08957,[H][C@]12CC=C3C4=C(C)[C@@H](C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)CC[C@]21C,C35H54O7,586.3869540679999,42,12
C08958,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3O)CC[C@]21C,C48H78O18,942.5188156560002,66,23
C08959,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@]1(C)C(=O)O,C48H76O21,988.4879094520004,69,25
C08960,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)CC[C@]21C,C51H82O21,1030.5348596440003,72,26
C08961,[H][C@]12C[C@@H](O)[C@]3([H])[C@@]([H])([C@](C)(CCC=C(C)C)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C47H80O18,932.53446572,65,25
