id,reaction,ec,module,orthology,pathway,rclass,rhea,balanced_els_stars,balancer_failed,bool_missing_data,bool_var_list,comment,cpd_starred,flags,name,remark,smarts,CBRdb_C_ids
R06665,1 C00001 + 1 C12412 <=> 1 C12410,,,,rn01057 rn01110,RC01670__C12410_C12412,,True,False,False,False,,False,,,,[H]O[H].C[C@H]1O[C@@H](c2ccc3C(=O)C4=C(C=C[C@]5(O)C[C@@](C)(O)CC(=O)[C@]45O)C(=O)c3c2O)C[C@@H](O)[C@@H]1O>>C[C@H]1O[C@@H](c2ccc3C(=O)C4=C(C(=O)c3c2O)[C@H](O)C[C@]2(O)C[C@@](C)(O)CC(=O)[C@]42O)C[C@@H](O)[C@@H]1O,C00001 C12410 C12412
R06666,1 C00363 + 1 C12408 <=> 1 C12412 + 1 C12447,,,K15937,rn01057 rn01110,RC00005__C00363_C12447 RC00028__C12408_C12412,,True,False,False,False,"glycosyltransferase, UrdGT1a",False,,,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.C[C@@H]1O[C@@H](O[C@]23C(=O)C[C@](C)(O)C[C@@]2(O)C=CC2=C3C(=O)c3ccc([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)CC[C@@H]1O>>C[C@H]1O[C@@H](c2ccc3C(=O)C4=C(C=C[C@]5(O)C[C@@](C)(O)CC(=O)[C@]45O)C(=O)c3c2O)C[C@@H](O)[C@@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3CC[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C00363 C12408 C12412 C12447
R06667,1 C00363 + 1 C12414 <=> 1 C12408 + 1 C12447,,,K15938,rn01057 rn01110,RC00005__C00363_C12447 RC00049__C12408_C12414,,True,False,False,False,"glycosyltransferase, UrdGT1c",False,,,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4C(=O)C5=C(C=C[C@]6(O)C[C@@](C)(O)CC(=O)[C@]56O[C@H]5CC[C@H](O)[C@H](C)O5)C(=O)c4c3O)O[C@H](C)[C@H]2O)CC[C@@H]1O>>C[C@@H]1O[C@@H](O[C@]23C(=O)C[C@](C)(O)C[C@@]2(O)C=CC2=C3C(=O)c3ccc([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)CC[C@@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3CC[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C00363 C12408 C12414 C12447
R06668,1 C00363 + 1 C12413 <=> 1 C11923 + 1 C12414,2.4.1.-,,K15939,rn01057 rn01110,RC00005__C00363_C11923 RC00049__C12413_C12414,,True,False,False,False,"glycosyltransferase, UrdGT1b",False,,dTDP-D-olivose:urdamycin-G D-olivosyltransferase,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4C(=O)C5=C(C=C[C@]6(O)C[C@@](C)(O)CC(=O)[C@]56O[C@H]5CC[C@H](O)[C@H](C)O5)C(=O)c4c3O)O[C@H](C)[C@H]2O)CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1>>Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](O)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O.C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4C(=O)C5=C(C=C[C@]6(O)C[C@@](C)(O)CC(=O)[C@]56O[C@H]5CC[C@H](O)[C@H](C)O5)C(=O)c4c3O)O[C@H](C)[C@H]2O)CC[C@@H]1O,C00363 C11923 C12413 C12414
R06670,1 C12395 <=> 1 C18680,2.4.1.-,,K15929,rn01057 rn01110,RC00171__C12395_C18680,,False,True,False,False,alpha-L-digitoxosyltransferase;incomplete reaction (the L-digitoxose donor is unclear.),False,incomplete,,,[H][C@@]12OC(=O)[C@]([H])([C@@H](C)CC)N1C1=C(C(=O)c3cccc(O[C@H]4C[C@@H](O)[C@@H](O)[C@H](C)O4)c3C1=O)c1c2cc(C)cc1O>>[H][C@@]12OC(=O)[C@]([H])([C@@H](C)CC)N1C1=C(C(=O)c3cccc(O)c3C1=O)c1c2cc(C)cc1O,C12395 C18680
R06671,2 C12390 <=> 2 C12391 + 1 C98999,,,,rn01057,RC02063__C12390_C12391,,True,False,False,False,multi-step reaction,False,,,,Cc1cc2c(c(O)c1)c1c(C(=O)c3c(O)cccc3C1=O)c(O)c2>>Cc1cc2c(c(O)c1)c1=c(c2=O)c(=O)c2c(O)cccc2c1=O.C=C,C12390 C12391 C98999
R06672,1 C12391 <=> 1 C12392,,,,rn01057,RC01663__C12391_C12392,,False,True,False,False,amination,False,,,,Cc1cc2c(c(O)c1)c1=c(c2=O)c(=O)c2c(O)cccc2c1=O>>Cc1cc2c(C3=C(C(=O)c4c(O)cccc4C3=O)C2N)c(O)c1,C12391 C12392
R06673,1 C12392 <=> 1 C12393,,,,rn01057,RC02539__C12392_C12393,,False,True,False,False,,False,,,,Cc1cc2c(C3=C(C(=O)c4c(O)cccc4C3=O)C2N)c(O)c1>>Cc1cc2c(c(O)c1)c1=c(c2=[N+]=[N-])c(=O)c2c(O)cccc2c1=O,C12392 C12393
R06674,1 C12393 <=> 1 C12394,,,,rn01057,RC02065__C12393_C12394,,False,True,False,False,multi-step reaction,False,,,,Cc1cc2c(c(O)c1)c1=c(c2=[N+]=[N-])c(=O)c2c(O)cccc2c1=O>>CC(=O)O[C@@H]1c2c(c3=c(c2=[N+]=[N-])c(=O)c2c(O)cccc2c3=O)[C@H](O)[C@@H](OC(C)=O)[C@]1(C)O,C12393 C12394
R06675,1 C00019 + 1 C12416 <=> 1 C00021 + 1 C12415,2.1.1.-,M00781,K15942,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC00460__C12415_C12416,,True,False,False,False,"methyltransferase, snoaC",False,,S-adenosyl-L-methionine:nogalonic-acid O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.CC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)O)C(=O)c1c(C2=O)c(O)ccc1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.COC(=O)Cc1cc2c(C(=O)c3c(O)cccc3C2=O)c(O)c1C(=O)CC(C)=O,C00019 C00021 C12415 C12416
R06676,1 C12415 <=> 1 C12417,5.5.1.23,,K15943,rn01057 rn01110,RC01671__C12415_C12417,,True,False,False,False,"cyclase, aknH (acmA)",False,,auraviketone lyase (decyclizing),,COC(=O)Cc1cc2c(C(=O)c3c(O)cccc3C2=O)c(O)c1C(=O)CC(C)=O>>COC(=O)C1c2cc3c(C(=O)c4c(cccc4O)C3=O)c(O)c2C(=O)C[C@@]1(C)O,C12415 C12417
R06677,1 C00005 + 1 C00080 + 1 C12417 <=> 1 C00006 + 1 C12419,1.1.1.362,,K15944,rn01057 rn01110,RC00001__C00005_C00006 RC00234__C12417_C12419,,True,False,False,False,,False,,auramycinone:NADP+ 7-oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].COC(=O)C1c2cc3c(C(=O)c4c(cccc4O)C3=O)c(O)c2C(=O)C[C@@]1(C)O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COC(=O)[C@@H]1c2cc3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O)C[C@@]1(C)O,C00005 C00006 C00080 C12417 C12419
R06678,1 C00282 + 1 C12415 <=> 1 C12418,,,,rn01057,RC00117__C12415_C12418,,True,False,False,False,ketoreductase,False,,,,[H][H].COC(=O)Cc1cc2c(C(=O)c3c(O)cccc3C2=O)c(O)c1C(=O)CC(C)=O>>COC(=O)Cc1cc2c(C(=O)c3c(O)cccc3C2=O)c(O)c1C(=O)CC(C)O,C00282 C12415 C12418
R06679,1 C00001 + 1 C12421 <=> 1 C00007 + 1 C12420,1.13.12.-,M00781,K15941,rn01057 rn01100 rn01110,RC01658__C12420_C12421,,True,False,False,False,"monooxygenase, aknX, dnr/dauG",False,,12-deoxyaklanonic-acid:oxygen oxidoreductase,,[H]O[H].CCC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)O)C(=O)c1cccc(O)c1C2=O>>O=O.CCC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)O)Cc1cccc(O)c1C2=O,C00001 C00007 C12420 C12421
R06680,1 C00019 + 1 C12421 <=> 1 C00021 + 1 C12422,2.1.1.288,M00781,K15942,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC00460__C12421_C12422, 37878,True,False,False,False,,False,,S-adenosyl-L-methionine:aklanonate O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.CCC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)O)C(=O)c1cccc(O)c1C2=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.CCC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)OC)C(=O)c1cccc(O)c1C2=O,C00019 C00021 C12421 C12422
R06681,1 C12422 <=> 1 C12423,5.5.1.23,M00781,K15943,rn01057 rn01100 rn01110,RC02684__C12422_C12423, 37882,True,False,False,False,,False,,aklaviketone lyase (ring-opening); methyl aklanonate cyclase,,CCC(=O)CC(=O)c1c(O)c2c(cc1CC(=O)OC)C(=O)c1cccc(O)c1C2=O>>CC[C@@]1(O)CC(=O)c2c(O)c3c(cc2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O,C12422 C12423
R06682,1 C00005 + 1 C00080 + 1 C12423 <=> 1 C00006 + 1 C12424,1.1.1.362,M00781,K15944,rn01057 rn01100 rn01110,RC00001__C00005_C00006 RC00234__C12423_C12424, 37414,True,False,False,False,,False,,aklavinone:NADP+ 7-oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC[C@@]1(O)CC(=O)c2c(O)c3c(cc2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC[C@@]1(O)C[C@H](O)c2c(O)c3c(cc2[C@H]1C(=O)OC)C(=O)c1c(C3=O)c(O)ccc1,C00005 C00006 C00080 C12423 C12424
R06683,1 C00001 + 1 C00006 + 1 C12425 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C12424,1.14.13.180,,K15950,rn01057 rn01110,RC00001__C00005_C00006 RC00236__C12424_C12425, 37838,True,False,False,False,,False,,"aklavinone,NADPH:oxygen oxidoreductase (12-hydroxylating)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC[C@@]1(O)C[C@H](O)c2c(O)c3c(C(=O)c4c(C3=O)c(O)ccc4)c(O)c2[C@H]1C(=O)OC>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].CC[C@@]1(O)C[C@H](O)c2c(O)c3c(cc2[C@H]1C(=O)OC)C(=O)c1c(C3=O)c(O)ccc1,C00001 C00005 C00006 C00007 C00080 C12424 C12425
R06684,1 C00363 + 1 C12426 <=> 1 C12425 + 1 C12443,2.4.1.-,,K15951 K15952,rn01057 rn01110,RC00005__C00363_C12443 RC00049__C12425_C12426, 45763,True,False,False,False,"glycosyltransferase, dnrS+ dnrQ",False,,dTDP-beta-L-daunosamine:epsilon-rhodomycinone beta-L-daunosaminyltransferase,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3c(C(=O)c4cccc(O)c4C3=O)c(O)c2[C@H]1C(=O)OC>>CC[C@@]1(O)C[C@H](O)c2c(O)c3c(C(=O)c4c(C3=O)c(O)ccc4)c(O)c2[C@H]1C(=O)OC.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@H](N)[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C00363 C12425 C12426 C12443
R06685,1 C00001 + 1 C12426 <=> 1 C00132 + 1 C12427,,,K15953,rn01057 rn01110,RC00460__C12426_C12427 RC00461__C00132_C12426, 40250,True,False,False,False,"10-carbomethoxy-13-deoxycarminomycin esterase, dnrP",False,,,,[H]O[H].CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3c(C(=O)c4cccc(O)c4C3=O)c(O)c2[C@H]1C(=O)OC>>CO.CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3c(C(=O)c4cccc(O)c4C3=O)c(O)c2[C@H]1C(=O)O,C00001 C00132 C12426 C12427
R06686,1 C00011 + 1 C12428 <=> 1 C12427,,,K15953,rn01057 rn01110,RC01673__C12427_C12428,,True,False,False,False,"10-carbomethoxy-13-deoxycarminomycin esterase, dnrP",False,,,,O=C=O.CC[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1>>CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(O)c3c(C(=O)c4cccc(O)c4C3=O)c(O)c2[C@H]1C(=O)O,C00011 C12427 C12428
R06687,1 C00019 + 1 C12428 <=> 1 C00021 + 1 C12429,2.1.1.292,,K15954,rn01057 rn01110,RC00003__C00019_C00021 RC00392__C12428_C12429,,True,False,False,False,,False,,S-adenosyl-L-methionine:13-deoxycarminomycin 4-O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.CC[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.CC[C@]1(O)Cc2c(O)c3c(C(=O)c4c(OC)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,C00019 C00021 C12428 C12429
R06688,1 C00001 + 1 C00006 + 1 C12430 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C12429,1.14.13.181,,K15955,rn01057 rn01110,RC00001__C00005_C00006 RC01674__C12429_C12430, 37854,True,False,False,False,,False,,"13-deoxydaunorubicin,NADPH:oxygen oxidoreductase (13-hydroxylating)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].CC[C@]1(O)Cc2c(O)c3c(C(=O)c4c(OC)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,C00001 C00005 C00006 C00007 C00080 C12429 C12430
R06689,1 C00005 + 1 C00007 + 1 C00080 + 1 C12430 <=> 2 C00001 + 1 C00006 + 1 C01907,1.14.13.181,,K15955,rn01057 rn01110,RC00001__C00005_C00006 RC00228__C01907_C12430, 37850,True,False,False,False,,False,,"13-dihydrodaunorubicin,NADPH:oxygen oxidoreductase (13-hydroxylating)",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)=O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O,C00001 C00005 C00006 C00007 C00080 C01907 C12430
R06690,1 C00001 + 1 C00006 + 1 C01661 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C01907,1.14.13.181,,K15955,rn01057 rn01110,RC00001__C00005_C00006 RC00157__C01661_C01907, 15720,True,False,False,False,,False,,"daunorubicin,NADPH:oxygen oxidoreductase (hydroxylating)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(=O)CO)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)=O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O,C00001 C00005 C00006 C00007 C00080 C01661 C01907
R06691,1 C00001 + 1 C00006 + 1 C12431 <=> 1 C00005 + 1 C00007 + 1 C00080 + 1 C12428,1.14.13.181,,K15955,rn01057 rn01110,RC00001__C00005_C00006 RC01674__C12428_C12431, 56363,True,False,False,False,,False,,"13-deoxycarminomycin,NADPH:oxygen oxidoreductase (13-hydroxylating)",,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(O)[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].CC[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,C00001 C00005 C00006 C00007 C00080 C12428 C12431
R06692,1 C00005 + 1 C00007 + 1 C00080 + 1 C12431 <=> 2 C00001 + 1 C00006 + 1 C12432,1.14.13.181,,K15955,rn01057 rn01110,RC00001__C00005_C00006 RC00228__C12431_C12432, 56367,True,False,False,False,,False,,"13-dihydrocarminomycin,NADPH:oxygen oxidoreductase",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].CC(O)[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(=O)[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,C00001 C00005 C00006 C00007 C00080 C12431 C12432
R06693,1 C00019 + 1 C12432 <=> 1 C00021 + 1 C01907,2.1.1.292,,K15954,rn01057 rn01110,RC00003__C00019_C00021 RC00392__C01907_C12432, 38314,True,False,False,False,,False,,S-adenosyl-L-methionine:carminomycin 4-O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.CC(=O)[C@]1(O)Cc2c(O)c3c(C(=O)c4c(O)cccc4C3=O)c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)=O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O,C00019 C00021 C01907 C12432
R06694,1 C00282 + 1 C01907 <=> 1 C12433,,,K15956,rn01057 rn01110,RC00228__C01907_C12433,,True,False,False,False,"Daunorubicin C-13 ketoreductase, dnrU",False,,,,[H][H].COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)(C(C)=O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O>>COc1c2C(=O)c3c(C(=O)c2ccc1)c(O)c1C[C@@](O)([C@H](C)O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c1c3O,C00282 C01907 C12433
R06695,1 C00282 + 1 C12434 <=> 1 C12435,,M00779,K14628 K14629,rn01057 rn01100 rn01110,RC02067__C12434_C12435,,True,False,False,False,"Enoyl reductase, actVI-ORF2+actVI-ORF4 med-ORF9+med-ORF29",False,,,,[H][H].CC1=C2C(=O)c3c(C=C2C[C@@H](CC(=O)O)O1)cccc3O>>C[C@H]1O[C@H](CC(=O)O)CC2=C1C(=O)c1c(cccc1O)C2,C00282 C12434 C12435
R06696,1 C00001 + 1 C12436 <=> 1 C00007 + 1 C12435,,M00779,K14632,rn01057 rn01100 rn01110,RC01675__C12435_C12436,,True,False,False,False,"cofactor-independent monooxygenase, actVA-orf6",False,,,,[H]O[H].C[C@H]1O[C@H](CC(=O)O)CC2=C1C(=O)c1c(cccc1O)C2=O>>O=O.C[C@H]1O[C@H](CC(=O)O)CC2=C1C(=O)c1c(cccc1O)C2,C00001 C00007 C12435 C12436
R06697,2 C18358 <=> 3 C00282 + 1 C06691,,,,,RC02544__C06691_C18358,,True,False,False,False,Dimerization step,False,,,,C[C@H]1O[C@H](CC(=O)O)Cc2c(O)c3c(O)ccc(O)c3c(O)c21>>[H][H].C[C@H]1O[C@H](CC(=O)O)CC2=C1C(=O)c1c(C2=O)c(O)cc(-c2c(O)c3c(C(=O)C4=C(C3=O)[C@@H](C)O[C@H](CC(=O)O)C4)c(O)c2)c1O,C00282 C06691 C18358
R06698,1 C12436 <=> 1 C12437,,,,rn01057,RC01676__C12436_C12437,,False,True,False,False,,False,,,,C[C@H]1O[C@H](CC(=O)O)CC2=C1C(=O)c1c(cccc1O)C2=O>>[H][C@]1(c2c(O)c3c(cc2)C(=O)C2=C(C3=O)[C@@H](C)O[C@]3([H])CC(=O)O[C@]23[H])C[C@@H](N(C)C)[C@H](O)[C@@H](C)O1,C12436 C12437
R06699,1 C00001 + 1 C12367 <=> 1 C12366,4.2.1.154,M00783,K15968,rn01057 rn01100 rn01110,RC01656__C12366_C12367, 38854,True,False,False,False,,False,,tetracenomycin-F2 hydro-lyase (tetracenomycin-F1-forming),,[H]O[H].Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3)c(O)c12>>CC(=O)c1c(O)c2c(O)c3c(O)cc(O)cc3cc2cc1/C=C(/O)CC(=O)O,C00001 C12366 C12367
R06700,1 C00001 + 1 C12368 <=> 1 C00007 + 1 C12367,1.13.12.21,M00783,K15969,rn01057 rn01100 rn01110,RC01658__C12367_C12368,,True,False,False,False,,False,,tetracenomycin-F1:oxygen C5-monooxygenase,,[H]O[H].Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3=O)c(O)c12>>O=O.Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3)c(O)c12,C00001 C00007 C12367 C12368
R06701,2 C12368 + 1 C98999 <=> 2 C12369,,M00783,K15886,rn01057 rn01100 rn01110,RC00392__C12368_C12369,,True,False,False,False,"Multifunctional cyclase-dehydratase-3-O-methyl transferase, tcmN",False,,,,Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3=O)c(O)c12.C=C>>COc1cc2c(C(=O)c3c(cc4cc(O)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1,C12368 C12369 C98999
R06702,2 C12369 + 1 C98999 <=> 2 C12370,,M00783,K15970,rn01057 rn01100 rn01110,RC00392__C12369_C12370,,True,False,False,False,"8-o-methyltransferase, tcmO",False,,,,COc1cc2c(C(=O)c3c(cc4cc(O)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1.C=C>>COc1cc2c(C(=O)c3c(cc4cc(OC)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1,C12369 C12370 C98999
